mode,b1,b2,b3,r1,r2,r3,y
heist,8-BIT,BONNIE,COLETTE,BROCK,CROW,NANI,0
heist,8-BIT,BONNIE,COLETTE,BROCK,CROW,NANI,1
bounty,GALE,MANDY,PIPER,BYRON,GROM,NANI,1
bounty,GALE,MANDY,PIPER,BYRON,GROM,NANI,1
brawlBall,BEA,RICO,STU,BARLEY,CORDELIUS,MAISIE,1
brawlBall,BEA,RICO,STU,BARLEY,CORDELIUS,MAISIE,0
brawlBall,BEA,RICO,STU,BARLEY,CORDELIUS,MAISIE,1
hotZone,BO,BUSTER,CLANCY,AMBER,BYRON,DYNAMIKE,1
hotZone,BO,BUSTER,CLANCY,AMBER,BYRON,DYNAMIKE,1
knockout,DYNAMIKE,GENE,MORTIS,ANGELO,BUSTER,MR. P,0
knockout,DYNAMIKE,GENE,MORTIS,ANGELO,BUSTER,MR. P,0
knockout,DYNAMIKE,GENE,MORTIS,ANGELO,BUSTER,MR. P,1
gemGrab,BO,CLANCY,SANDY,AMBER,GALE,GENE,1
gemGrab,BO,CLANCY,SANDY,AMBER,GALE,GENE,1
gemGrab,BO,CLANCY,SANDY,AMBER,GALE,GENE,0
heist,ANGELO,JESSIE,RICO,BELLE,BROCK,CLANCY,1
heist,ANGELO,JESSIE,RICO,BELLE,BROCK,CLANCY,0
heist,ANGELO,JESSIE,RICO,BELLE,BROCK,CLANCY,1
gemGrab,BUSTER,BYRON,MEG,COLETTE,MAX,SURGE,0
gemGrab,BUSTER,BYRON,MEG,COLETTE,MAX,SURGE,0
gemGrab,MORTIS,RICO,RUFFS,NITA,PIPER,STU,0
gemGrab,MORTIS,RICO,RUFFS,NITA,PIPER,STU,1
gemGrab,MORTIS,RICO,RUFFS,NITA,PIPER,STU,0
knockout,BUZZ,LILY,MANDY,LARRY & LAWRIE,PIPER,R-T,1
knockout,BUZZ,LILY,MANDY,LARRY & LAWRIE,PIPER,R-T,1
heist,BROCK,CARL,CLANCY,DYNAMIKE,GALE,NITA,1
heist,BROCK,CARL,CLANCY,DYNAMIKE,GALE,NITA,1
gemGrab,BELLE,GALE,STU,BARLEY,LEON,TARA,1
gemGrab,BELLE,GALE,STU,BARLEY,LEON,TARA,1
brawlBall,ANGELO,GALE,STU,BARLEY,BUZZ,RICO,0
brawlBall,ANGELO,GALE,STU,BARLEY,BUZZ,RICO,1
brawlBall,ANGELO,GALE,STU,BARLEY,BUZZ,RICO,1
bounty,GALE,NANI,R-T,BROCK,MAX,MEG,0
bounty,GALE,NANI,R-T,BROCK,MAX,MEG,0
bounty,GALE,NANI,R-T,BROCK,MAX,MEG,1
bounty,AMBER,LARRY & LAWRIE,MORTIS,DYNAMIKE,MAX,R-T,1
bounty,AMBER,LARRY & LAWRIE,MORTIS,DYNAMIKE,MAX,R-T,1
brawlBall,DRACO,JACKY,RICO,JESSIE,MAX,NITA,1
brawlBall,DRACO,JACKY,RICO,JESSIE,MAX,NITA,1
brawlBall,COLETTE,EL PRIMO,RICO,BERRY,FRANK,MEG,0
brawlBall,COLETTE,EL PRIMO,RICO,BERRY,FRANK,MEG,0
gemGrab,BYRON,GALE,LEON,CHESTER,PIPER,STU,0
gemGrab,BYRON,GALE,LEON,CHESTER,PIPER,STU,0
knockout,ANGELO,BROCK,SPROUT,GENE,LEON,PIPER,1
knockout,ANGELO,BROCK,SPROUT,GENE,LEON,PIPER,1
knockout,ANGELO,BROCK,SPROUT,GENE,LEON,PIPER,0
bounty,BUSTER,RICO,SPROUT,GENE,SQUEAK,SURGE,1
bounty,BUSTER,RICO,SPROUT,GENE,SQUEAK,SURGE,1
bounty,BUSTER,RICO,SPROUT,GENE,SQUEAK,SURGE,0
bounty,MANDY,MORTIS,PIPER,BYRON,MAX,MR. P,0
bounty,MANDY,MORTIS,PIPER,BYRON,MAX,MR. P,0
bounty,MANDY,MORTIS,PIPER,BYRON,MAX,MR. P,1
knockout,BONNIE,BROCK,COLT,FANG,GENE,MANDY,1
knockout,BONNIE,BROCK,COLT,FANG,GENE,MANDY,1
bounty,MANDY,PIPER,SPROUT,BROCK,COLT,GENE,0
bounty,MANDY,PIPER,SPROUT,BROCK,COLT,GENE,0
bounty,DYNAMIKE,MEG,R-T,ANGELO,BERRY,SANDY,0
bounty,DYNAMIKE,MEG,R-T,ANGELO,BERRY,SANDY,1
bounty,DYNAMIKE,MEG,R-T,ANGELO,BERRY,SANDY,0
knockout,COLT,LILY,PIPER,BIBI,BYRON,KIT,1
knockout,COLT,LILY,PIPER,BIBI,BYRON,KIT,1
gemGrab,BO,BUSTER,BYRON,GALE,LARRY & LAWRIE,MORTIS,1
hotZone,CORDELIUS,MEG,WILLOW,DYNAMIKE,EDGAR,GALE,0
hotZone,CORDELIUS,MEG,WILLOW,DYNAMIKE,EDGAR,GALE,1
hotZone,CORDELIUS,MEG,WILLOW,DYNAMIKE,EDGAR,GALE,0
gemGrab,BERRY,CHESTER,JESSIE,GALE,JACKY,SANDY,0
gemGrab,BERRY,CHESTER,JESSIE,GALE,JACKY,SANDY,0
heist,ANGELO,COLT,MANDY,COLETTE,CROW,JESSIE,0
heist,ANGELO,COLT,MANDY,COLETTE,CROW,JESSIE,0
bounty,KIT,LARRY & LAWRIE,LILY,CORDELIUS,EVE,SURGE,0
bounty,KIT,LARRY & LAWRIE,LILY,CORDELIUS,EVE,SURGE,0
hotZone,LARRY & LAWRIE,RICO,SANDY,CORDELIUS,GALE,SURGE,0
hotZone,LARRY & LAWRIE,RICO,SANDY,CORDELIUS,GALE,SURGE,0
brawlBall,DYNAMIKE,EDGAR,SURGE,AMBER,BARLEY,LILY,1
brawlBall,DYNAMIKE,EDGAR,SURGE,AMBER,BARLEY,LILY,1
brawlBall,DYNAMIKE,EDGAR,SURGE,AMBER,BARLEY,LILY,0
heist,CHUCK,CROW,NANI,COLETTE,COLT,PIPER,0
heist,CHUCK,CROW,NANI,COLETTE,COLT,PIPER,0
hotZone,BIBI,CLANCY,SPIKE,CHESTER,LARRY & LAWRIE,MORTIS,0
hotZone,BIBI,CLANCY,SPIKE,CHESTER,LARRY & LAWRIE,MORTIS,0
gemGrab,COLETTE,GRIFF,MEG,BUSTER,JACKY,LEON,0
gemGrab,COLETTE,GRIFF,MEG,BUSTER,JACKY,LEON,0
hotZone,AMBER,EL PRIMO,FRANK,NITA,RICO,SURGE,1
hotZone,AMBER,EL PRIMO,FRANK,NITA,RICO,SURGE,1
gemGrab,CLANCY,SANDY,SURGE,CHESTER,GENE,SPIKE,0
gemGrab,CLANCY,SANDY,SURGE,CHESTER,GENE,SPIKE,0
gemGrab,CLANCY,SANDY,SURGE,CHESTER,GENE,SPIKE,1
brawlBall,BUSTER,CHESTER,JESSIE,BARLEY,CLANCY,LILY,1
brawlBall,BUSTER,CHESTER,JESSIE,BARLEY,CLANCY,LILY,1
hotZone,DYNAMIKE,FRANK,SANDY,LARRY & LAWRIE,NITA,SURGE,1
hotZone,DYNAMIKE,FRANK,SANDY,LARRY & LAWRIE,NITA,SURGE,1
bounty,COLT,SPIKE,TICK,CROW,LEON,PEARL,0
bounty,COLT,SPIKE,TICK,CROW,LEON,PEARL,0
bounty,COLT,SPIKE,TICK,CROW,LEON,PEARL,1
hotZone,BELLE,EMZ,LILY,BO,GALE,LARRY & LAWRIE,1
hotZone,BELLE,EMZ,LILY,BO,GALE,LARRY & LAWRIE,1
brawlBall,GALE,LILY,SAM,DYNAMIKE,GRIFF,RICO,0
brawlBall,GALE,LILY,SAM,DYNAMIKE,GRIFF,RICO,0
hotZone,CARL,CHUCK,LARRY & LAWRIE,AMBER,BYRON,RICO,1
hotZone,CARL,CHUCK,LARRY & LAWRIE,AMBER,BYRON,RICO,1
hotZone,AMBER,JESSIE,LARRY & LAWRIE,GALE,STU,WILLOW,0
hotZone,AMBER,JESSIE,LARRY & LAWRIE,GALE,STU,WILLOW,0
hotZone,JESSIE,LARRY & LAWRIE,LEON,BERRY,GALE,MELODIE,1
hotZone,JESSIE,LARRY & LAWRIE,LEON,BERRY,GALE,MELODIE,0
hotZone,JESSIE,LARRY & LAWRIE,LEON,BERRY,GALE,MELODIE,1
hotZone,BERRY,CORDELIUS,MEG,COLETTE,LARRY & LAWRIE,MAISIE,0
hotZone,BERRY,CORDELIUS,MEG,COLETTE,LARRY & LAWRIE,MAISIE,0
heist,ANGELO,EDGAR,SPIKE,BROCK,CLANCY,CROW,1
heist,ANGELO,EDGAR,SPIKE,BROCK,CLANCY,CROW,0
heist,ANGELO,EDGAR,SPIKE,BROCK,CLANCY,CROW,1
brawlBall,GALE,STU,SURGE,BARLEY,CHESTER,RICO,1
brawlBall,GALE,STU,SURGE,BARLEY,CHESTER,RICO,0
heist,BELLE,EVE,PIPER,ANGELO,CARL,COLT,1
heist,BELLE,EVE,PIPER,ANGELO,CARL,COLT,1
hotZone,CHESTER,DYNAMIKE,SURGE,GALE,KIT,STU,0
hotZone,CHESTER,DYNAMIKE,SURGE,GALE,KIT,STU,0
gemGrab,MORTIS,NITA,STU,BUSTER,JESSIE,RUFFS,0
gemGrab,MORTIS,NITA,STU,BUSTER,JESSIE,RUFFS,0
heist,ANGELO,GALE,PIPER,BIBI,JESSIE,NITA,0
heist,ANGELO,GALE,PIPER,BIBI,JESSIE,NITA,0
brawlBall,DYNAMIKE,MEG,SANDY,GALE,LILY,STU,0
brawlBall,DYNAMIKE,MEG,SANDY,GALE,LILY,STU,1
brawlBall,DYNAMIKE,MEG,SANDY,GALE,LILY,STU,0
brawlBall,CARL,GALE,SANDY,AMBER,STU,SURGE,0
brawlBall,CARL,GALE,SANDY,AMBER,STU,SURGE,1
brawlBall,CARL,GALE,SANDY,AMBER,STU,SURGE,0
hotZone,CHESTER,MORTIS,STU,DYNAMIKE,EL PRIMO,JESSIE,0
hotZone,CHESTER,MORTIS,STU,DYNAMIKE,EL PRIMO,JESSIE,0
bounty,ANGELO,LEON,TICK,MANDY,MAX,MORTIS,1
bounty,ANGELO,LEON,TICK,MANDY,MAX,MORTIS,1
bounty,BROCK,GALE,GROM,BERRY,DYNAMIKE,SHELLY,1
bounty,BROCK,GALE,GROM,BERRY,DYNAMIKE,SHELLY,1
bounty,BROCK,GALE,GROM,BERRY,DYNAMIKE,SHELLY,0
brawlBall,CHESTER,NITA,RICO,DYNAMIKE,GALE,STU,0
brawlBall,CHESTER,NITA,RICO,DYNAMIKE,GALE,STU,0
brawlBall,CHESTER,NITA,RICO,DYNAMIKE,GALE,STU,1
knockout,BELLE,BROCK,MANDY,BONNIE,COLT,PIPER,0
knockout,BELLE,BROCK,MANDY,BONNIE,COLT,PIPER,1
knockout,BELLE,BROCK,MANDY,BONNIE,COLT,PIPER,0
bounty,ANGELO,COLT,LEON,BELLE,GENE,PIPER,1
bounty,ANGELO,COLT,LEON,BELLE,GENE,PIPER,1
hotZone,ANGELO,COLT,EMZ,BARLEY,CARL,MEG,1
hotZone,ANGELO,COLT,EMZ,BARLEY,CARL,MEG,1
gemGrab,CHESTER,SAM,SANDY,BELLE,BUSTER,SURGE,0
gemGrab,CHESTER,SAM,SANDY,BELLE,BUSTER,SURGE,0
hotZone,BARLEY,CHESTER,CORDELIUS,JESSIE,MAX,SURGE,1
hotZone,BARLEY,CHESTER,CORDELIUS,JESSIE,MAX,SURGE,1
hotZone,BARLEY,CHESTER,CORDELIUS,JESSIE,MAX,SURGE,0
hotZone,BERRY,CHESTER,JESSIE,CLANCY,COLT,LARRY & LAWRIE,1
hotZone,BERRY,CHESTER,JESSIE,CLANCY,COLT,LARRY & LAWRIE,1
heist,COLETTE,FRANK,NANI,COLT,PIPER,RICO,0
heist,COLETTE,FRANK,NANI,COLT,PIPER,RICO,0
brawlBall,CHUCK,DYNAMIKE,R-T,CHESTER,EDGAR,RICO,1
brawlBall,CHUCK,DYNAMIKE,R-T,CHESTER,EDGAR,RICO,1
hotZone,BUSTER,DYNAMIKE,JESSIE,CHESTER,FANG,SANDY,0
hotZone,BUSTER,DYNAMIKE,JESSIE,CHESTER,FANG,SANDY,1
hotZone,BUSTER,DYNAMIKE,JESSIE,CHESTER,FANG,SANDY,0
bounty,BROCK,MANDY,PIPER,ANGELO,COLT,SPROUT,1
bounty,BROCK,MANDY,PIPER,ANGELO,COLT,SPROUT,1
bounty,BROCK,MANDY,PIPER,ANGELO,COLT,SPROUT,0
heist,BYRON,CHUCK,DYNAMIKE,PEARL,PIPER,SPIKE,0
heist,BYRON,CHUCK,DYNAMIKE,PEARL,PIPER,SPIKE,0
gemGrab,EMZ,GALE,SURGE,CROW,MEG,RUFFS,0
gemGrab,EMZ,GALE,SURGE,CROW,MEG,RUFFS,0
heist,EDGAR,GALE,NITA,BIBI,DYNAMIKE,EMZ,1
heist,EDGAR,GALE,NITA,BIBI,DYNAMIKE,EMZ,1
brawlBall,BARLEY,CHESTER,SANDY,COLT,GALE,MAX,1
brawlBall,BARLEY,CHESTER,SANDY,COLT,GALE,MAX,0
brawlBall,BARLEY,CHESTER,SANDY,COLT,GALE,MAX,1
gemGrab,CHARLIE,LARRY & LAWRIE,MAX,CROW,DRACO,KIT,1
gemGrab,CHARLIE,LARRY & LAWRIE,MAX,CROW,DRACO,KIT,1
gemGrab,CHARLIE,LARRY & LAWRIE,MAX,CROW,DRACO,KIT,0
knockout,BERRY,GRAY,MANDY,BARLEY,RICO,SPROUT,0
knockout,BERRY,GRAY,MANDY,BARLEY,RICO,SPROUT,0
gemGrab,CROW,MAX,SURGE,COLT,JESSIE,MEG,1
gemGrab,CROW,MAX,SURGE,COLT,JESSIE,MEG,1
hotZone,CROW,DYNAMIKE,LEON,MEG,R-T,SURGE,0
hotZone,CROW,DYNAMIKE,LEON,MEG,R-T,SURGE,1
hotZone,CROW,DYNAMIKE,LEON,MEG,R-T,SURGE,0
brawlBall,MEG,SURGE,WILLOW,GRIFF,JESSIE,SANDY,0
brawlBall,MEG,SURGE,WILLOW,GRIFF,JESSIE,SANDY,0
brawlBall,GALE,LARRY & LAWRIE,PIPER,BERRY,CLANCY,GRAY,0
brawlBall,GALE,LARRY & LAWRIE,PIPER,BERRY,CLANCY,GRAY,0
knockout,BROCK,BYRON,MORTIS,FRANK,GROM,SPROUT,0
knockout,BROCK,BYRON,MORTIS,FRANK,GROM,SPROUT,0
heist,BERRY,BYRON,EVE,BELLE,COLT,PIPER,0
heist,BERRY,BYRON,EVE,BELLE,COLT,PIPER,0
gemGrab,ANGELO,BIBI,LARRY & LAWRIE,FRANK,GALE,SANDY,1
gemGrab,ANGELO,BIBI,LARRY & LAWRIE,FRANK,GALE,SANDY,1
knockout,BUSTER,DYNAMIKE,PIPER,BELLE,BROCK,LARRY & LAWRIE,0
knockout,BUSTER,DYNAMIKE,PIPER,BELLE,BROCK,LARRY & LAWRIE,0
hotZone,BARLEY,LILY,SURGE,DYNAMIKE,GRAY,LOU,0
hotZone,BARLEY,LILY,SURGE,DYNAMIKE,GRAY,LOU,0
hotZone,BARLEY,BIBI,BYRON,BUSTER,JESSIE,LARRY & LAWRIE,0
hotZone,BARLEY,BIBI,BYRON,BUSTER,JESSIE,LARRY & LAWRIE,0
gemGrab,CHESTER,DYNAMIKE,LEON,AMBER,ANGELO,FANG,1
gemGrab,CHESTER,DYNAMIKE,LEON,AMBER,ANGELO,FANG,1
brawlBall,CHESTER,RICO,SURGE,COLT,GALE,SANDY,0
brawlBall,CHESTER,RICO,SURGE,COLT,GALE,SANDY,0
hotZone,BUSTER,DYNAMIKE,SURGE,BARLEY,GALE,MEG,1
hotZone,BUSTER,DYNAMIKE,SURGE,BARLEY,GALE,MEG,1
knockout,BELLE,GROM,PIPER,ANGELO,GRAY,SPIKE,0
knockout,BELLE,GROM,PIPER,ANGELO,GRAY,SPIKE,0
knockout,BUSTER,BYRON,MAX,BROCK,GALE,GROM,1
knockout,BUSTER,BYRON,MAX,BROCK,GALE,GROM,1
bounty,BUSTER,LEON,MORTIS,EL PRIMO,MR. P,PENNY,1
bounty,BUSTER,LEON,MORTIS,EL PRIMO,MR. P,PENNY,1
hotZone,CHESTER,DYNAMIKE,SANDY,CORDELIUS,JESSIE,STU,1
hotZone,CHESTER,DYNAMIKE,SANDY,CORDELIUS,JESSIE,STU,1
gemGrab,MEG,ROSA,SANDY,COLT,FRANK,JESSIE,1
gemGrab,MEG,ROSA,SANDY,COLT,FRANK,JESSIE,1
knockout,GENE,LARRY & LAWRIE,TICK,BARLEY,PIPER,RICO,0
knockout,GENE,LARRY & LAWRIE,TICK,BARLEY,PIPER,RICO,1
knockout,GENE,LARRY & LAWRIE,TICK,BARLEY,PIPER,RICO,0
heist,JESSIE,MAISIE,MANDY,BYRON,MELODIE,PIPER,1
heist,JESSIE,MAISIE,MANDY,BYRON,MELODIE,PIPER,1
hotZone,GALE,LARRY & LAWRIE,R-T,BIBI,BUSTER,MICO,0
hotZone,GALE,LARRY & LAWRIE,R-T,BIBI,BUSTER,MICO,0
knockout,MANDY,MICO,RICO,BUSTER,GRAY,PIPER,1
knockout,MANDY,MICO,RICO,BUSTER,GRAY,PIPER,1
knockout,FRANK,GENE,GRAY,BUSTER,LEON,SPIKE,1
knockout,FRANK,GENE,GRAY,BUSTER,LEON,SPIKE,1
knockout,FRANK,GENE,GRAY,BUSTER,LEON,SPIKE,0
gemGrab,CLANCY,JESSIE,SANDY,CARL,GENE,SPIKE,1
gemGrab,CLANCY,JESSIE,SANDY,CARL,GENE,SPIKE,1
hotZone,BO,CHESTER,DYNAMIKE,BYRON,GALE,JESSIE,1
hotZone,BO,CHESTER,DYNAMIKE,BYRON,GALE,JESSIE,1
knockout,ANGELO,COLT,SPIKE,BYRON,NANI,PIPER,1
knockout,ANGELO,COLT,SPIKE,BYRON,NANI,PIPER,1
hotZone,BARLEY,MEG,SURGE,CHESTER,GALE,LARRY & LAWRIE,1
hotZone,BARLEY,MEG,SURGE,CHESTER,GALE,LARRY & LAWRIE,1
bounty,BROCK,GENE,SPROUT,GRAY,GROM,MANDY,1
bounty,BROCK,GENE,SPROUT,GRAY,GROM,MANDY,1
bounty,ANGELO,GRAY,MANDY,BELLE,BROCK,GENE,0
bounty,ANGELO,GRAY,MANDY,BELLE,BROCK,GENE,0
heist,ANGELO,GRIFF,PIPER,COLETTE,COLT,GALE,1
heist,ANGELO,GRIFF,PIPER,COLETTE,COLT,GALE,1
hotZone,DYNAMIKE,LOU,MEG,BARLEY,CHESTER,GALE,1
hotZone,DYNAMIKE,LOU,MEG,BARLEY,CHESTER,GALE,1
bounty,BUSTER,HANK,LILY,ANGELO,DYNAMIKE,GALE,1
bounty,BUSTER,HANK,LILY,ANGELO,DYNAMIKE,GALE,0
bounty,BUSTER,HANK,LILY,ANGELO,DYNAMIKE,GALE,1
knockout,ANGELO,GENE,GROM,BUSTER,LILY,MANDY,0
knockout,ANGELO,GENE,GROM,BUSTER,LILY,MANDY,0
knockout,ANGELO,GENE,GROM,BUSTER,LILY,MANDY,1
brawlBall,CLANCY,JESSIE,LARRY & LAWRIE,BO,CHESTER,EDGAR,0
brawlBall,CLANCY,JESSIE,LARRY & LAWRIE,BO,CHESTER,EDGAR,0
brawlBall,CLANCY,JESSIE,LARRY & LAWRIE,BO,CHESTER,EDGAR,1
knockout,BYRON,COLT,MICO,BROCK,NANI,TICK,0
knockout,BYRON,COLT,MICO,BROCK,NANI,TICK,0
hotZone,BERRY,HANK,LEON,CHESTER,GALE,LILY,1
hotZone,BERRY,HANK,LEON,CHESTER,GALE,LILY,1
brawlBall,FANG,GRIFF,WILLOW,COLETTE,CORDELIUS,SURGE,0
brawlBall,FANG,GRIFF,WILLOW,COLETTE,CORDELIUS,SURGE,1
brawlBall,FANG,GRIFF,WILLOW,COLETTE,CORDELIUS,SURGE,0
heist,CHUCK,DYNAMIKE,JESSIE,COLETTE,NITA,RICO,0
heist,CHUCK,DYNAMIKE,JESSIE,COLETTE,NITA,RICO,0
knockout,FANG,MANDY,SPROUT,BUSTER,GROM,PIPER,1
knockout,FANG,MANDY,SPROUT,BUSTER,GROM,PIPER,1
hotZone,BUSTER,MORTIS,STU,CHUCK,DYNAMIKE,TARA,0
hotZone,BUSTER,MORTIS,STU,CHUCK,DYNAMIKE,TARA,0
hotZone,CORDELIUS,MEG,R-T,BUSTER,COLETTE,MICO,1
hotZone,CORDELIUS,MEG,R-T,BUSTER,COLETTE,MICO,1
hotZone,CORDELIUS,MEG,R-T,BUSTER,COLETTE,MICO,0
hotZone,COLT,DYNAMIKE,GRIFF,BIBI,JESSIE,STU,1
hotZone,COLT,DYNAMIKE,GRIFF,BIBI,JESSIE,STU,1
knockout,BELLE,COLT,MEG,GENE,MANDY,NANI,0
knockout,BELLE,COLT,MEG,GENE,MANDY,NANI,0
bounty,ANGELO,JESSIE,SHELLY,BIBI,BUZZ,CARL,1
bounty,ANGELO,JESSIE,SHELLY,BIBI,BUZZ,CARL,0
bounty,ANGELO,JESSIE,SHELLY,BIBI,BUZZ,CARL,1
bounty,ANGELO,BELLE,OTIS,COLT,PIPER,SPROUT,0
bounty,ANGELO,BELLE,OTIS,COLT,PIPER,SPROUT,0
knockout,GENE,GRAY,PIPER,ANGELO,BYRON,RICO,0
knockout,GENE,GRAY,PIPER,ANGELO,BYRON,RICO,1
knockout,GENE,GRAY,PIPER,ANGELO,BYRON,RICO,0
hotZone,LILY,MEG,SURGE,BARLEY,CHESTER,MORTIS,0
hotZone,LILY,MEG,SURGE,BARLEY,CHESTER,MORTIS,0
brawlBall,GALE,STU,SURGE,BARLEY,CHESTER,RICO,1
gemGrab,ANGELO,GENE,SANDY,BYRON,CHESTER,STU,1
gemGrab,ANGELO,GENE,SANDY,BYRON,CHESTER,STU,1
gemGrab,GALE,LARRY & LAWRIE,PIPER,ANGELO,NITA,STU,0
gemGrab,GALE,LARRY & LAWRIE,PIPER,ANGELO,NITA,STU,0
bounty,ANGELO,GALE,MR. P,BONNIE,BYRON,MORTIS,1
bounty,ANGELO,GALE,MR. P,BONNIE,BYRON,MORTIS,1
heist,CARL,MEG,PIPER,BROCK,CROW,SPIKE,0
heist,CARL,MEG,PIPER,BROCK,CROW,SPIKE,0
gemGrab,KIT,LEON,RICO,BUSTER,COLETTE,JESSIE,1
gemGrab,KIT,LEON,RICO,BUSTER,COLETTE,JESSIE,1
gemGrab,KIT,LEON,RICO,BUSTER,COLETTE,JESSIE,0
hotZone,BYRON,CLANCY,LARRY & LAWRIE,ANGELO,LOLA,STU,0
hotZone,BYRON,CLANCY,LARRY & LAWRIE,ANGELO,LOLA,STU,1
hotZone,BYRON,CLANCY,LARRY & LAWRIE,ANGELO,LOLA,STU,0
brawlBall,GALE,MORTIS,RICO,CHESTER,DYNAMIKE,SURGE,0
brawlBall,GALE,MORTIS,RICO,CHESTER,DYNAMIKE,SURGE,0
brawlBall,BUSTER,CARL,RICO,BIBI,JESSIE,LARRY & LAWRIE,0
brawlBall,BUSTER,CARL,RICO,BIBI,JESSIE,LARRY & LAWRIE,0
gemGrab,BUSTER,PAM,STU,FRANK,MAX,SANDY,0
gemGrab,BUSTER,PAM,STU,FRANK,MAX,SANDY,0
hotZone,BELLE,LOU,SPROUT,BERRY,MEG,MICO,1
hotZone,BELLE,LOU,SPROUT,BERRY,MEG,MICO,1
knockout,BROCK,BUSTER,R-T,GENE,MANDY,MAX,1
knockout,BROCK,BUSTER,R-T,GENE,MANDY,MAX,1
hotZone,COLETTE,JESSIE,RICO,FRANK,LARRY & LAWRIE,MICO,0
hotZone,COLETTE,JESSIE,RICO,FRANK,LARRY & LAWRIE,MICO,0
hotZone,BIBI,FRANK,SHELLY,DYNAMIKE,NITA,SPIKE,1
hotZone,BIBI,FRANK,SHELLY,DYNAMIKE,NITA,SPIKE,1
gemGrab,CROW,FANG,MICO,GALE,SANDY,SPIKE,1
gemGrab,CROW,FANG,MICO,GALE,SANDY,SPIKE,1
gemGrab,CROW,FANG,MICO,GALE,SANDY,SPIKE,0
bounty,BROCK,FANG,SPIKE,GROM,MORTIS,NANI,1
bounty,BROCK,FANG,SPIKE,GROM,MORTIS,NANI,1
brawlBall,GALE,PIPER,WILLOW,BROCK,CLANCY,JACKY,0
brawlBall,GALE,PIPER,WILLOW,BROCK,CLANCY,JACKY,0
hotZone,CROW,MEG,SURGE,AMBER,BROCK,POCO,0
hotZone,CROW,MEG,SURGE,AMBER,BROCK,POCO,1
hotZone,CROW,MEG,SURGE,AMBER,BROCK,POCO,0
brawlBall,EL PRIMO,NITA,SPIKE,GALE,MORTIS,PIPER,1
brawlBall,EL PRIMO,NITA,SPIKE,GALE,MORTIS,PIPER,1
bounty,KIT,MEG,SURGE,BARLEY,CHESTER,GALE,0
bounty,KIT,MEG,SURGE,BARLEY,CHESTER,GALE,0
heist,ANGELO,PENNY,RICO,EDGAR,MANDY,SPIKE,0
heist,ANGELO,PENNY,RICO,EDGAR,MANDY,SPIKE,0
gemGrab,CROW,DYNAMIKE,FANG,GRAY,MEG,PIPER,1
gemGrab,CROW,DYNAMIKE,FANG,GRAY,MEG,PIPER,1
gemGrab,CLANCY,GRIFF,RICO,MEG,NITA,PIPER,1
gemGrab,CLANCY,GRIFF,RICO,MEG,NITA,PIPER,1
knockout,COLT,NANI,PEARL,BO,BUZZ,PIPER,1
knockout,COLT,NANI,PEARL,BO,BUZZ,PIPER,1
bounty,COLT,MANDY,PIPER,BUZZ,GENE,TICK,1
bounty,COLT,MANDY,PIPER,BUZZ,GENE,TICK,1
knockout,COLT,GALE,MANDY,CARL,MICO,TICK,0
knockout,COLT,GALE,MANDY,CARL,MICO,TICK,0
knockout,BARLEY,MEG,PIPER,GENE,R-T,TICK,1
knockout,BARLEY,MEG,PIPER,GENE,R-T,TICK,0
knockout,BELLE,BUSTER,GRAY,GENE,MANDY,MEG,1
knockout,BELLE,BUSTER,GRAY,GENE,MANDY,MEG,1
knockout,BELLE,BUSTER,GRAY,GENE,MANDY,MEG,0
gemGrab,AMBER,CROW,GENE,JESSIE,ROSA,SPIKE,1
gemGrab,AMBER,CROW,GENE,JESSIE,ROSA,SPIKE,1
gemGrab,AMBER,CROW,GENE,JESSIE,ROSA,SPIKE,0
hotZone,LARRY & LAWRIE,MEG,STU,DYNAMIKE,EMZ,JESSIE,0
hotZone,LARRY & LAWRIE,MEG,STU,DYNAMIKE,EMZ,JESSIE,0
gemGrab,ANGELO,CHESTER,EMZ,GENE,LOU,MEG,1
gemGrab,ANGELO,CHESTER,EMZ,GENE,LOU,MEG,1
gemGrab,BUSTER,MAX,SANDY,GENE,MEG,RUFFS,1
gemGrab,BUSTER,MAX,SANDY,GENE,MEG,RUFFS,1
gemGrab,BUSTER,MAX,SANDY,GENE,MEG,RUFFS,0
gemGrab,AMBER,BYRON,GENE,CHESTER,JESSIE,SPIKE,1
gemGrab,AMBER,BYRON,GENE,CHESTER,JESSIE,SPIKE,1
hotZone,AMBER,PENNY,SURGE,LILY,SPIKE,STU,0
hotZone,AMBER,PENNY,SURGE,LILY,SPIKE,STU,0
hotZone,AMBER,PENNY,SURGE,LILY,SPIKE,STU,1
brawlBall,CHESTER,GALE,SPIKE,FRANK,MAX,SANDY,1
brawlBall,CHESTER,GALE,SPIKE,FRANK,MAX,SANDY,1
brawlBall,CHESTER,GALE,SPIKE,FRANK,MAX,SANDY,0
hotZone,CHESTER,GALE,STU,DYNAMIKE,MELODIE,SANDY,0
hotZone,CHESTER,GALE,STU,DYNAMIKE,MELODIE,SANDY,0
hotZone,GALE,LOU,SANDY,COLT,JESSIE,KIT,0
hotZone,GALE,LOU,SANDY,COLT,JESSIE,KIT,0
bounty,BELLE,MORTIS,PIPER,BO,BONNIE,MANDY,1
bounty,BELLE,MORTIS,PIPER,BO,BONNIE,MANDY,1
bounty,BELLE,MORTIS,PIPER,BO,BONNIE,MANDY,0
